ZNF460	2.3.3.54
ZNF264	2.3.3.54
ZNF146	2.3.3.55
ZNF260	2.3.3.55
ZNF214	2.3.3.56
ZNF233	2.3.3.56
ZNF285	2.3.3.56
ZNF479	2.3.3.57
ZSCAN2	2.3.3.58
ZNF544	2.3.3.58
ZNF572	2.3.3.58
ZNF436	2.3.3.58
ZNF774	2.3.3.58
ZNF180	2.3.3.58
ZNF431	2.3.3.59
ZNF75A	2.3.3.6
ZNF75D	2.3.3.6
ZNF213	2.3.3.6
ZNF875	2.3.3.61
ZNF133	2.3.3.61
ZNF169	2.3.3.61
ZNF343	2.3.3.61
ZNF568	2.3.3.62
ZNF71	2.3.3.62
ZFP2	2.3.3.62
ZFP82	2.3.3.63
ZFP14	2.3.3.63
ZFP30	2.3.3.63
ZNF354A	2.3.3.64
ZNF354B	2.3.3.64
ZFX	2.3.3.65
ZNF672	2.3.3.66
ZNF689	2.3.3.66
ZNF780A	2.3.3.67
ZNF780B	2.3.3.67
ZNF607	2.3.3.67
ZNF546	2.3.3.67
ZNF571	2.3.3.67
ZNF420	2.3.3.67
ZNF345	2.3.3.67
ZNF30	2.3.3.67
ZNF404	2.3.3.67
ZNF283	2.3.3.67
ZNF41	2.3.3.68
ZNF585B	2.3.3.68
ZNF585A	2.3.3.68
ZNF81	2.3.3.68
ZNF484	2.3.3.68
ZNF175	2.3.3.68
ZNF33B	2.3.3.69
ZNF33A	2.3.3.69
ZNF157	2.3.3.69
ZNF782	2.3.3.69
ZNF567	2.3.3.69
ZNF25	2.3.3.69
ZFP37	2.3.3.69
ZNF705G	2.3.3.7
ZNF705F	2.3.3.7
ZNF705E	2.3.3.7
ZNF705D	2.3.3.7
ZNF26	2.3.3.70
ZNF268	2.3.3.70
ZNF605	2.3.3.71
ZNF300	2.3.3.71
ZNF600	2.3.3.72
ZNF611	2.3.3.72
ZNF808	2.3.3.72
ZNF813	2.3.3.72
ZNF845	2.3.3.72
ZNF860	2.3.3.72
ZNF816	2.3.3.73
ZNF28	2.3.3.73
ZNF44	2.3.3.74
ZNF823	2.3.3.74
ZNF799	2.3.3.74
ZNF442	2.3.3.74
ZNF443	2.3.3.74
ZNF615	2.3.3.75
ZNF432	2.3.3.75
ZNF160	2.3.3.76
ZNF347	2.3.3.76
ZNF665	2.3.3.76
ZNF595	2.3.3.77
ZNF721	2.3.3.77
ZNF709	2.3.3.78
ZNF14	2.3.3.78
ZNF841	2.3.3.79
ZNF616	2.3.3.79
ZNF836	2.3.3.79
ZBTB7A	2.3.3.8
ZBTB7C	2.3.3.8
ZBTB7B	2.3.3.8
ZNF99	2.3.3.80
ZNF729	2.3.3.80
YY1	2.3.3.9
YY2	2.3.3.9
ZFP42	2.3.3.9
ZNF674	2.3.4.0
ZNF451	2.3.4.0
FIZ1	2.3.4.0
ZNF597	2.3.4.0
ZNF606	2.3.4.0
ZNF335	2.3.4.0
ZNF48	2.3.4.0
ZNF618	2.3.4.0
ZNF101	2.3.4.0
ZSCAN20	2.3.4.0
PRDM15	2.3.4.0
PRDM13	2.3.4.0
PRDM10	2.3.4.0
ZNF628	2.3.4.0
ZNF629	2.3.4.0
ZNF132	2.3.4.0
ZNF316	2.3.4.0
ZNF304	2.3.4.0
REST	2.3.4.0
ZNF800	2.3.4.0
ZNF579	2.3.4.0
CASZ1	2.3.4.0
RREB1	2.3.4.0
ZNF142	2.3.4.0
ZNF787	2.3.4.0
ZNF784	2.3.4.0
ZBTB41	2.3.4.0
ZNF778	2.3.4.0
ZNF775	2.3.4.0
ZNF195	2.3.4.0
ZNF519	2.3.4.0
ZNF513	2.3.4.0
E4F1	2.3.4.0
ZNF697	2.3.4.0
ZNF507	2.3.4.0
ZNF236	2.3.4.0
ZNF341	2.3.4.0
ZNF438	2.3.4.0
ZNF788P	2.3.4.0
ZBTB4	2.3.4.0
ZBTB21	2.3.4.0
ZNF407	2.3.4.0
PRDM8	2.3.4.0
PRDM9	2.3.4.0
ZBTB39	2.3.4.0
ZBTB38	2.3.4.0
ZNF251	2.3.4.0
PRDM4	2.3.4.0
PRDM2	2.3.4.0
ZNF646	2.3.4.0
ZNF644	2.3.4.0
ZNF469	2.3.4.0
ZNF462	2.3.4.0
ZNF467	2.3.4.0
ZFPM1	2.3.4.0
ZBTB17	2.3.4.0
ZNF770	2.3.4.0
ZNF277	2.3.4.0
PEG3	2.3.4.0
ZNF668	2.3.4.0
ZNF445	2.3.4.0
ZKSCAN5	2.3.4.0
WIZ	2.3.4.0
ZFP57	2.3.4.0
ZNF552	2.3.4.1
ZNF814	2.3.4.1
ZNF211	2.3.4.1
ZNF256	2.3.4.1
ZNF418	2.3.4.1
ZNF417	2.3.4.1
ZNF587	2.3.4.1
ZNF512	2.3.4.10
ZNF512B	2.3.4.10
ZNF658	2.3.4.11
ZNF423	2.3.4.12
ZNF521	2.3.4.12
ZNF639	2.3.4.13
ZNF711	2.3.4.13
MECOM	2.3.4.14
PRDM16	2.3.4.14
ZNF296	2.3.4.15
BCL11A	2.3.4.15
BCL11B	2.3.4.15
INSM2	2.3.4.16
INSM1	2.3.4.16
HIC1	2.3.4.17
HIC2	2.3.4.17
ZNF518B	2.3.4.18
ZNF518A	2.3.4.18
BNC2	2.3.4.19
ASIC2	2.3.4.19
ZNF217	2.3.4.2
ZNF219	2.3.4.2
ZNF516	2.3.4.2
ZNF536	2.3.4.2
ZFAT	2.3.4.21
HINFP	2.3.4.21
ZNF574	2.3.4.22
ZNF526	2.3.4.22
ZNF319	2.3.4.23
ZNF786	2.3.4.23
ZNF671	2.3.4.24
ZNF134	2.3.4.24
ZNF792	2.3.4.24
ZNF772	2.3.4.24
ZNF334	2.3.4.25
ZNF37A	2.3.4.25
ZNF510	2.3.4.25
ZNF717	2.3.4.25
ZNF248	2.3.4.25
ZNF382	2.3.4.25
SALL4	2.3.4.3
SALL1	2.3.4.3
SALL3	2.3.4.3
SALL2	2.3.4.3
IKZF5	2.3.4.4
IKZF4	2.3.4.4
IKZF1	2.3.4.4
IKZF3	2.3.4.4
IKZF2	2.3.4.4
HIVEP1	2.3.4.5
HIVEP2	2.3.4.5
HIVEP3	2.3.4.5
ZBTB2	2.3.4.6
ZBTB1	2.3.4.6
ZBTB25	2.3.4.6
ZNF292	2.3.4.7
INSL3	2.3.4.7
ZNF654	2.3.4.7
MAZ	2.3.4.8
VEZF1	2.3.4.8
PATZ1	2.3.4.8
ZNF592	2.3.4.9
ZNF687	2.3.4.9
ZNF532	2.3.4.9
ZBED2	2.3.5.0
ZBED1	2.3.5.0
ZBED3	2.3.5.0
ZBED4	2.3.5.0
ZBED5	2.3.5.0
ZBED6	2.3.5.0
DMRTC1	2.5.1.0
DMRTC2	2.5.1.0
DMRTB1	2.5.1.0
DMRT1	2.5.1.0
DMRT2	2.5.1.0
DMRT3	2.5.1.0
DMRTA2	2.5.1.0
DMRTA1	2.5.1.0
KDM2A	2.6.1.0
CXXC1	2.6.1.0
TET1	2.6.1.0
DNMT1	2.6.1.0
MBD1	2.6.1.0
KMT2B	2.6.1.0
KMT2A	2.6.1.0
MYT1L	2.7.1.0
MYT1	2.7.1.0
ST18	2.7.1.0
KAT8	2.7.3.0
KAT5	2.7.3.0
KAT7	2.7.3.0
KAT6B	2.7.3.0
KAT6A	2.7.3.0
L3MBTL1	2.7.4.0
LYAR	2.7.5.0
ZC3H8	2.8.1.0
ZC3H4	2.8.1.0
ZC3H6	2.8.1.0
ZGPAT	2.8.2.0
RC3H2	2.8.3.0
CNOT4	2.8.4.0
THAP1	2.9.1.0
THAP2	2.9.1.0
THAP3	2.9.1.0
THAP4	2.9.1.0
THAP5	2.9.1.0
THAP6	2.9.1.0
THAP7	2.9.1.0
THAP8	2.9.1.0
THAP9	2.9.1.0
THAP12	2.9.1.0
THAP10	2.9.1.0
THAP11	2.9.1.0
HOXD1	3.1.1.1
HOXB1	3.1.1.1
HOXA1	3.1.1.1
EVX1	3.1.1.10
EVX2	3.1.1.10
GBX2	3.1.1.11
GBX1	3.1.1.11
GSX2	3.1.1.12
GSX1	3.1.1.12
MNX1	3.1.1.13
MEOX1	3.1.1.14
MEOX2	3.1.1.14
PDHX	3.1.1.15
HOXB2	3.1.1.2
HOXA2	3.1.1.2
HOXD3	3.1.1.3
HOXB3	3.1.1.3
HOXA3	3.1.1.3
HOXD4	3.1.1.4
HOXC4	3.1.1.4
HOXB4	3.1.1.4
HOXA4	3.1.1.4
HOXC5	3.1.1.5
HOXB5	3.1.1.5
HOXA5	3.1.1.5
HOXC6	3.1.1.6
HOXB6	3.1.1.6
HOXB7	3.1.1.6
HOXA7	3.1.1.6
HOXA6	3.1.1.6
HOXD8	3.1.1.7
HOXC8	3.1.1.7
HOXB8	3.1.1.7
HOXD9	3.1.1.8
HOXA13	3.1.1.8
HOXA11	3.1.1.8
HOXA10	3.1.1.8
HOXC9	3.1.1.8
HOXB9	3.1.1.8
HOXB13	3.1.1.8
HOXA9	3.1.1.8
HOXD12	3.1.1.8
HOXD13	3.1.1.8
HOXD10	3.1.1.8
HOXD11	3.1.1.8
HOXC11	3.1.1.8
HOXC10	3.1.1.8
HOXC13	3.1.1.8
HOXC12	3.1.1.8
CDX1	3.1.1.9
CDX2	3.1.1.9
CDX4	3.1.1.9
POU1F1	3.1.10.1
POU2F2	3.1.10.2
POU2F3	3.1.10.2
POU2F1	3.1.10.2
POU3F4	3.1.10.3
POU3F3	3.1.10.3
POU3F2	3.1.10.3
POU3F1	3.1.10.3
POU4F1	3.1.10.4
POU4F2	3.1.10.4
POU4F3	3.1.10.4
POU5F1	3.1.10.5
POU5F2	3.1.10.5
POU6F2	3.1.10.6
POU6F1	3.1.10.6
HMBOX1	3.1.10.7
HNF1B	3.1.10.7
HNF1A	3.1.10.7
HDX	3.1.10.8
PHTF2	3.1.11.0
PHTF1	3.1.11.0
BARHL2	3.1.2.1
BARHL1	3.1.2.1
LBX2	3.1.2.10
LBX1	3.1.2.10
MSX1	3.1.2.11
MSX2	3.1.2.11
NANOG	3.1.2.12
NKX1-1	3.1.2.13
NKX1-2	3.1.2.13
NKX2-1	3.1.2.14
NKX2-4	3.1.2.14
