value	symbol1	symbol2	class1	class2
1.3926290836945152	ZBED6	ZBED5	C2H2 zinc finger factors	C2H2 zinc finger factors
1.3869475672875495	ZNF384	TCF3	C2H2 zinc finger factors	Basic helix-loop-helix factors (bHLH)
1.3827171916572778	ESRRG	ZNF716	Nuclear receptors with C4 zinc fingers	C2H2 zinc finger factors
1.3802849869954619	ZFAT	FOXO1	C2H2 zinc finger factors	Fork head / winged helix factors
1.3573040242806829	ZSCAN18	ZNF331	Uncharacterized	C2H2 zinc finger factors
1.3573040242806829	SP140L	SP140	SAND domain factors	SAND domain factors
1.353401141951452	NFYC	NFYB	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding factors
1.3399975840009455	MTF1	SP1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.334294797360292	ZNF23	ZNF32	C2H2 zinc finger factors	C2H2 zinc finger factors
1.3333037886073067	ZNF674	ZNF41	C2H2 zinc finger factors	C2H2 zinc finger factors
1.3325357348409514	ZNF280D	TCF12	C2H2 zinc finger factors	Basic helix-loop-helix factors (bHLH)
1.3293196367008926	ZNF341	STAT3	C2H2 zinc finger factors	STAT domain factors
1.312624979241166	ZNF644	WIZ	C2H2 zinc finger factors	C2H2 zinc finger factors
1.3089007469491116	ENO1	MYC	Uncharacterized	Basic helix-loop-helix factors (bHLH)
1.303666683021894	ZNF141	GLI3	C2H2 zinc finger factors	C2H2 zinc finger factors
1.298188831430679	ESRRA	NRF1	Nuclear receptors with C4 zinc fingers	Uncharacterized
1.2978581881813356	NR2C1	GMEB1	Nuclear receptors with C4 zinc fingers	SAND domain factors
1.2914994647757079	ZBTB10	ZNF652	Uncharacterized	C2H2 zinc finger factors
1.275268472912062	RLF	WIZ	C2H2 zinc finger factors	C2H2 zinc finger factors
1.268507002587374	FOXJ3	FOXD4	Fork head / winged helix factors	Fork head / winged helix factors
1.267485549435474	KLF17	KLF4	C2H2 zinc finger factors	C2H2 zinc finger factors
1.2634803723887507	DMTF1	JUNB	Tryptophan cluster factors	Basic leucine zipper factors (bZIP)
1.2525649697801449	ZNF202	ZNF24	C2H2 zinc finger factors	C2H2 zinc finger factors
1.2512542450910638	SEBOX	FIGLA	Homeo domain factors	Basic helix-loop-helix factors (bHLH)
1.239581305345527	NFE2L3	NFE2L1	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
1.2387445486302537	FOXS1	GLI1	Fork head / winged helix factors	C2H2 zinc finger factors
1.2387205114314075	CREB3L4	CREB3L2	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
1.2266217164624516	ZSCAN31	RARB	C2H2 zinc finger factors	Nuclear receptors with C4 zinc fingers
1.2234437839131735	ZNF584	FOXD3	C2H2 zinc finger factors	Fork head / winged helix factors
1.2233203118965876	ETV3	ELF3	Tryptophan cluster factors	Tryptophan cluster factors
1.2202609092666294	ZNF580	SMAD2	C2H2 zinc finger factors	SMAD/NF-1 DNA-binding domain factors
1.2139391267768913	ZNF263	MAZ	C2H2 zinc finger factors	C2H2 zinc finger factors
1.2045324078858433	BBX	NFIX	High-mobility group (HMG) domain factors	SMAD/NF-1 DNA-binding domain factors
1.192307948310731	ZBTB24	PKNOX1	C2H2 zinc finger factors	Homeo domain factors
1.1839853488975098	MXD3	CEBPD	Basic helix-loop-helix factors (bHLH)	Basic leucine zipper factors (bZIP)
1.180101601415977	ZKSCAN3	MECOM	C2H2 zinc finger factors	C2H2 zinc finger factors
1.1769137226116047	ZNF131	ZNF143	C2H2 zinc finger factors	C2H2 zinc finger factors
1.1768582136691423	POU6F2	WT1	Homeo domain factors	C2H2 zinc finger factors
1.172747462613239	ZKSCAN5	HHEX	C2H2 zinc finger factors	Homeo domain factors
1.1669559638860802	ISX	E2F1	Homeo domain factors	Fork head / winged helix factors
1.1589254938889912	ZNF449	SOX6	C2H2 zinc finger factors	High-mobility group (HMG) domain factors
1.1541391127777865	SPIC	ELF3	Tryptophan cluster factors	Tryptophan cluster factors
1.1501520260236586	FOXJ2	STAT6	Fork head / winged helix factors	STAT domain factors
1.147970896532215	NKX1-2	GBX2	Homeo domain factors	Homeo domain factors
1.1293533393824335	RREB1	SOX13	C2H2 zinc finger factors	High-mobility group (HMG) domain factors
1.12756879985464	RAX2	CRX	Homeo domain factors	Homeo domain factors
1.120635920511592	ZNF217	GATA3	C2H2 zinc finger factors	Other C4 zinc finger-type factors
1.1205380971585817	ASCL3	ASCL1	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
1.119205715932002	FOXN3	E2F5	Fork head / winged helix factors	Fork head / winged helix factors
1.1171446262142208	ZNF354A	GATA1	C2H2 zinc finger factors	Other C4 zinc finger-type factors
1.111222947731126	CREBZF	HEY1	Basic leucine zipper factors (bZIP)	Basic helix-loop-helix factors (bHLH)
1.1092132035112536	NR6A1	NR5A2	Nuclear receptors with C4 zinc fingers	Nuclear receptors with C4 zinc fingers
1.1020187533753045	ZBTB2	SP1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.097022252524975	HBP1	MYC	High-mobility group (HMG) domain factors	Basic helix-loop-helix factors (bHLH)
1.0952223325035584	HDX	EPAS1	Homeo domain factors	Basic leucine zipper factors (bZIP)
1.0857916891860082	ATOH8	NEUROG3	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
1.0637723320541925	ZNF219	PAX7	C2H2 zinc finger factors	Paired box factors
1.0627404131271259	ZNF70	HES1	C2H2 zinc finger factors	Basic helix-loop-helix factors (bHLH)
1.062710810982105	BHLHA9	TP63	Basic helix-loop-helix factors (bHLH)	p53 domain factors
1.0587586504165032	PATZ1	MYOD1	C2H2 zinc finger factors	Basic helix-loop-helix factors (bHLH)
1.0486006110064132	KCNIP3	PAX8	Uncharacterized	Paired box factors
1.0421635194214158	ZBTB7C	FOXL2	C2H2 zinc finger factors	Fork head / winged helix factors
1.0374847640930454	DEAF1	HES5	SAND domain factors	Basic helix-loop-helix factors (bHLH)
1.02440412309028	ATMIN	MYC	Uncharacterized	Basic helix-loop-helix factors (bHLH)
1.0241279486288137	ZFHX4	MYCN	Homeo domain factors	Basic helix-loop-helix factors (bHLH)
1.0051159826976621	ZNF300	EGR1	C2H2 zinc finger factors	C2H2 zinc finger factors
0.9989020749911751	PLSCR1	STAT1	Uncharacterized	STAT domain factors
0.9918930813955196	LRRFIP1	MEF2C	Leucine-rich repeat flightless-interacting proteins	MADS box factors
0.9914005414138605	ZNF382	SRF	C2H2 zinc finger factors	MADS box factors
0.9812496005515757	ZNF606	SOX9	C2H2 zinc finger factors	High-mobility group (HMG) domain factors
0.9784436368649079	ZNF512	STAT1	C2H2 zinc finger factors	STAT domain factors
0.955901904452937	ZBTB8A	SP1	C2H2 zinc finger factors	C2H2 zinc finger factors
0.913985087542691	POU2F3	SOX9	Homeo domain factors	High-mobility group (HMG) domain factors
0.9090075092032328	ZNF146	SOX2	C2H2 zinc finger factors	High-mobility group (HMG) domain factors
0.8897273323960285	ZBTB11	TP53	C2H2 zinc finger factors	p53 domain factors
0.0	ZNF444	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF287	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF662	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFHX2	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZKSCAN8	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF718	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF667	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	NANOGNB	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZKSCAN7	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF17	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP3	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	HOMEZ	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZNF74	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF660	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF562	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF664	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF107	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF197	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	DRGX	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZNF480	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF483	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF485	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF311	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF317	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF623	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF329	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF320	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF43	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN21	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF677	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF676	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF454	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF408	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF596	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF594	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	LEUTX	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZNF114	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF337	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN30	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN22	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ESX1	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZNF358	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB14	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP41	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF471	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF648	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF391	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF394	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF266	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF267	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF274	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	TGIF2LX	ZNF93	Homeo domain factors	Uncharacterized
0.0	TGIF2LY	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZFP92	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	GSC2	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZNF239	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF655	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF354C	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF641	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF425	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF189	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF684	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF726	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN25	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN26	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF433	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF707	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF506	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF473	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF705B	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF783	ZNF93	Uncharacterized	Uncharacterized
0.0	ERV3-1-ZNF117	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF85	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF112	ZNF93	Uncharacterized	Uncharacterized
0.0	JPH2	ZNF93	Uncharacterized	Uncharacterized
0.0	NKRF	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF395	ZNF93	Uncharacterized	Uncharacterized
0.0	BORCS8-MEF2B	ZNF93	MADS box factors	Uncharacterized
0.0	ZNF821	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF90	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF273	ZNF93	Uncharacterized	Uncharacterized
0.0	EBF4	ZNF93	Rel homology region (RHR) factors	Uncharacterized
0.0	ZNF117	ZNF93	Uncharacterized	Uncharacterized
0.0	PURG	ZNF93	Uncharacterized	Uncharacterized
0.0	CSRNP2	ZNF93	AXUD/CSRNP domain factors	Uncharacterized
0.0	CSRNP1	ZNF93	AXUD/CSRNP domain factors	Uncharacterized
0.0	CSRNP3	ZNF93	AXUD/CSRNP domain factors	Uncharacterized
0.0	NFX1	ZNF93	NFX1-type putative zinc finger factors	Uncharacterized
0.0	NFXL1	ZNF93	NFX1-type putative zinc finger factors	Uncharacterized
0.0	CREB5	ZNF93	Basic leucine zipper factors (bZIP)	Uncharacterized
0.0	CREBRF	ZNF93	Basic leucine zipper factors (bZIP)	Uncharacterized
0.0	CREBL2	ZNF93	Basic leucine zipper factors (bZIP)	Uncharacterized
0.0	ASCL4	ZNF93	Basic helix-loop-helix factors (bHLH)	Uncharacterized
0.0	ZNF69	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF12	ZNF93	Uncharacterized	Uncharacterized
0.0	TCF23	ZNF93	Basic helix-loop-helix factors (bHLH)	Uncharacterized
0.0	ZNF728	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF426	ZNF93	Uncharacterized	Uncharacterized
0.0	CARF	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF430	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF737	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF527	ZNF93	Uncharacterized	Uncharacterized
0.0	MYRFL	ZNF93	NDT80 domain factors	Uncharacterized
0.0	ZNF486	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF573	ZNF93	Uncharacterized	Uncharacterized
0.0	NACC2	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF470	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF761	ZNF93	Uncharacterized	Uncharacterized
0.0	SKIDA1	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF708	ZNF93	Uncharacterized	Uncharacterized
0.0	MYPOP	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF626	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF675	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF883	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF92	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF540	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF681	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF688	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF367	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF492	ZNF93	Uncharacterized	Uncharacterized
0.0	ZNF630	ZNF93	Uncharacterized	Uncharacterized
0.0	TCF24	ZNF93	Basic helix-loop-helix factors (bHLH)	Uncharacterized
0.0	BHLHE23	ZNF93	Basic helix-loop-helix factors (bHLH)	Uncharacterized
0.0	ZNF502	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF530	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF529	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF528	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF416	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF415	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	MYNN	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP28	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF880	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	FOXD4L5	ZNF93	Fork head / winged helix factors	Uncharacterized
0.0	FOXD4L4	ZNF93	Fork head / winged helix factors	Uncharacterized
0.0	ZNF18	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	FOXB2	ZNF93	Fork head / winged helix factors	Uncharacterized
0.0	ZNF35	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF746	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF19	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF691	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF695	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	FOXN2	ZNF93	Fork head / winged helix factors	Uncharacterized
0.0	ZNF165	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF766	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF184	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF34	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF182	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF22	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF501	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF749	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF414	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ETV7	ZNF93	Tryptophan cluster factors	Uncharacterized
0.0	HSFX2	ZNF93	Heat shock factors	Uncharacterized
0.0	CCDC169-SOHLH2	ZNF93	Basic helix-loop-helix factors (bHLH)	Uncharacterized
0.0	TCFL5	ZNF93	Basic helix-loop-helix factors (bHLH)	Uncharacterized
0.0	USF3	ZNF93	Basic helix-loop-helix factors (bHLH)	Uncharacterized
0.0	AR	ZNF93	Nuclear receptors with C4 zinc fingers	Uncharacterized
0.0	NR2C2	ZNF93	Nuclear receptors with C4 zinc fingers	Uncharacterized
0.0	ETV3L	ZNF93	Tryptophan cluster factors	Uncharacterized
0.0	ZGLP1	ZNF93	Other C4 zinc finger-type factors	Uncharacterized
0.0	ZBTB9	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB37	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	HSFX1	ZNF93	Heat shock factors	Uncharacterized
0.0	ZBTB34	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	HSF5	ZNF93	Heat shock factors	Uncharacterized
0.0	ZNF740	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB22	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB43	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	RFX8	ZNF93	Fork head / winged helix factors	Uncharacterized
0.0	ZBTB8B	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB5	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF705A	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF446	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF174	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF511	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	AEBP1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP90	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF496	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF589	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF442	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF467	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF419	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF557	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF729	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF99	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF616	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF841	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF709	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF721	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF595	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF160	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF665	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF432	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF443	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF44	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF2	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF816	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF808	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF611	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF600	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF860	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF605	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF268	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF26	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF705E	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF705G	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF705D	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF567	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF782	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF157	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF646	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZIK1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF333	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF770	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF784	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF787	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF142	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF438	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB41	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB39	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF579	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN20	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF597	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF48	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF618	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF101	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF800	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF628	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF629	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF316	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF304	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF280A	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB21	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF699	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF177	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF735	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF732	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF251	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF704	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF429	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF862	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF668	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF891	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF558	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP37	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF556	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF727	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF544	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN2	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF479	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF285	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF233	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF260	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF805	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF543	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF776	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF322	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF710	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN5B	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN4	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF286A	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF229	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF175	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF235	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF227	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF155	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF226	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF559-ZNF177	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF223	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF234	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF284	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF221	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF225	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF230	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF45	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF222	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF559	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF572	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF436	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF774	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF431	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF484	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF585A	ZNF93	C2H2 zinc finger factors	Uncharacterized
